"","Images","Masks"
"725","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/750.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/750.png"
"726","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/751.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/751.png"
"727","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/752.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/752.png"
"728","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/753.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/753.png"
"729","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/754.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/754.png"
"730","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/755.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/755.png"
"731","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/756.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/756.png"
"732","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/757.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/757.png"
"733","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/758.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/758.png"
"734","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/759.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/759.png"
"735","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/76.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/76.png"
"736","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/760.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/760.png"
"737","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/761.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/761.png"
"738","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/762.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/762.png"
"739","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/763.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/763.png"
"740","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/764.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/764.png"
"741","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/765.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/765.png"
"742","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/766.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/766.png"
"743","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/767.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/767.png"
"744","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/768.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/768.png"
"745","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/769.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/769.png"
"746","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/77.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/77.png"
"747","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/770.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/770.png"
"748","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/771.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/771.png"
"749","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/772.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/772.png"
"750","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/773.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/773.png"
"751","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/774.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/774.png"
"752","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/775.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/775.png"
"753","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/776.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/776.png"
"754","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/777.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/777.png"
"755","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/778.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/778.png"
"756","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/779.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/779.png"
"757","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/78.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/78.png"
"758","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/780.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/780.png"
"759","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/781.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/781.png"
"760","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/782.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/782.png"
"761","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/783.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/783.png"
"762","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/784.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/784.png"
"763","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/785.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/785.png"
"764","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/786.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/786.png"
"765","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/787.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/787.png"
"766","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/788.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/788.png"
"767","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/789.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/789.png"
"768","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/79.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/79.png"
"769","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/790.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/790.png"
"770","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/791.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/791.png"
"771","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/792.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/792.png"
"772","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/793.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/793.png"
"773","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/794.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/794.png"
"774","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/795.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/795.png"
"775","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/796.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/796.png"
"776","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/797.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/797.png"
"777","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/798.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/798.png"
"778","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/799.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/799.png"
"779","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/8.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/8.png"
"780","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/80.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/80.png"
"781","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/800.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/800.png"
"782","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/801.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/801.png"
"783","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/802.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/802.png"
"784","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/803.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/803.png"
"785","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/804.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/804.png"
"786","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/805.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/805.png"
"787","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/806.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/806.png"
"788","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/807.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/807.png"
"789","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/808.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/808.png"
"790","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/809.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/809.png"
"791","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/81.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/81.png"
"792","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/810.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/810.png"
"793","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/811.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/811.png"
"794","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/812.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/812.png"
"795","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/813.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/813.png"
"796","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/814.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/814.png"
"797","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/815.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/815.png"
"798","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/816.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/816.png"
"799","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/817.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/817.png"
"800","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/818.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/818.png"
"801","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/819.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/819.png"
"802","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/82.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/82.png"
"803","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/820.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/820.png"
"804","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/821.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/821.png"
"805","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/822.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/822.png"
"806","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/823.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/823.png"
"807","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/824.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/824.png"
"808","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/825.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/825.png"
"809","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/826.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/826.png"
"810","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/827.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/827.png"
"811","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/828.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/828.png"
"812","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/829.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/829.png"
"813","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/83.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/83.png"
"814","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/830.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/830.png"
"815","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/831.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/831.png"
"816","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/832.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/832.png"
"817","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/833.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/833.png"
"818","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/834.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/834.png"
"819","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/835.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/835.png"
"820","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/836.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/836.png"
"821","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/837.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/837.png"
"822","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/838.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/838.png"
"823","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/839.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/839.png"
"824","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/84.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/84.png"
"825","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/840.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/840.png"
"826","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/841.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/841.png"
"827","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/842.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/842.png"
"828","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/843.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/843.png"
"829","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/844.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/844.png"
"830","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/845.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/845.png"
"831","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/846.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/846.png"
"832","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/847.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/847.png"
"833","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/848.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/848.png"
"834","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/849.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/849.png"
"835","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/85.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/85.png"
"836","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/850.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/850.png"
"837","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/851.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/851.png"
"838","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/852.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/852.png"
"839","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/853.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/853.png"
"840","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/854.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/854.png"
"841","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/855.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/855.png"
"842","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/856.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/856.png"
"843","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/857.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/857.png"
"844","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/858.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/858.png"
"845","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/859.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/859.png"
"846","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/86.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/86.png"
"847","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/860.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/860.png"
"848","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/861.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/861.png"
"849","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/862.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/862.png"
"850","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/863.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/863.png"
"851","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/864.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/864.png"
"852","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/865.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/865.png"
"853","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/866.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/866.png"
"854","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/867.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/867.png"
"855","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/868.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/868.png"
"856","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/869.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/869.png"
"857","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/87.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/87.png"
"858","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/870.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/870.png"
"859","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/871.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/871.png"
"860","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/872.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/872.png"
"861","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/873.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/873.png"
"862","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/874.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/874.png"
"863","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/875.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/875.png"
"864","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/876.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/876.png"
"865","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/877.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/877.png"
"866","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/878.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/878.png"
"867","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/879.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/879.png"
"868","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/88.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/88.png"
"869","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/880.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/880.png"
"870","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/881.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/881.png"
"871","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/882.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/882.png"
"872","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/883.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/883.png"
"873","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/884.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/884.png"
"874","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/885.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/885.png"
"875","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/886.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/886.png"
"876","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/887.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/887.png"
"877","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/888.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/888.png"
"878","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/889.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/889.png"
"879","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/89.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/89.png"
"880","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/890.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/890.png"
"881","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/891.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/891.png"
"882","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/892.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/892.png"
"883","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/893.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/893.png"
"884","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/894.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/894.png"
"885","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/895.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/895.png"
"886","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/896.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/896.png"
"887","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/897.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/897.png"
"888","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/898.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/898.png"
"889","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/899.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/899.png"
"890","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/9.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/9.png"
"891","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/90.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/90.png"
"892","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/900.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/900.png"
"893","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/901.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/901.png"
"894","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/902.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/902.png"
"895","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/903.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/903.png"
"896","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/904.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/904.png"
"897","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/905.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/905.png"
"898","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/906.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/906.png"
"899","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/907.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/907.png"
"900","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/908.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/908.png"
"901","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/909.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/909.png"
"902","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/91.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/91.png"
"903","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/910.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/910.png"
"904","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/911.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/911.png"
"905","C:\Users\naren\OneDrive\Desktop\data-120\Train_120/912.jpg","C:\Users\naren\OneDrive\Desktop\data-120\Train_Annotation_120/912.png"
